>Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1-1 (tRNAscan-SE ID: chr.trna9) chr:780554-780629 (+) Lys (TTT) 76 bp Sc: 94.9
>Danio_rerio_tRNA-Val-AAC-5-1 (tRNAscan-SE ID: chr4.trna1366) Val (AAC) 73 bp Sc: 78.6 chr4:38953991-38954063 (+)
>Danio_rerio_tRNA-Val-AAC-50-1 (tRNAscan-SE ID: chr4.trna3068) Val (AAC) 73 bp Sc: 69.4 chr4:51386463-51386535 (+)
>Danio_rerio_tRNA-Val-AAC-51-1 (tRNAscan-SE ID: chr8.trna198) Val (AAC) 73 bp Sc: 70.9 chr8:31687621-31687693 (-)
>Danio_rerio_tRNA-Val-AAC-51-2 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna8) Val (AAC) 73 bp Sc: 70.9 chr8_KZ115270v1_alt:370578-370650 (-)
>Danio_rerio_tRNA-Val-AAC-52-1 (tRNAscan-SE ID: chr4.trna731) Val (AAC) 73 bp Sc: 69.7 chr4:35072363-35072435 (+)
>Danio_rerio_tRNA-Val-AAC-53-1 (tRNAscan-SE ID: chr4.trna9761) Val (AAC) 73 bp Sc: 68.6 chr4:47241113-47241185 (-)
>Danio_rerio_tRNA-Val-AAC-54-1 (tRNAscan-SE ID: chrUn_KN147632v2.trna3) Val (AAC) 73 bp Sc: 73.0 chrUn_KN147632v2:50029-50101 (+)
>Danio_rerio_tRNA-Val-AAC-55-1 (tRNAscan-SE ID: chr4.trna11256) Val (AAC) 73 bp Sc: 70.5 chr4:37393555-37393627 (-)
>Danio_rerio_tRNA-Val-AAC-56-1 (tRNAscan-SE ID: chr4.trna9401) Val (AAC) 73 bp Sc: 66.4 chr4:48988589-48988661 (-)
>Danio_rerio_tRNA-Val-AAC-57-1 (tRNAscan-SE ID: chr4.trna5754) Val (AAC) 73 bp Sc: 67.6 chr4:68107298-68107370 (+)
>Danio_rerio_tRNA-Val-AAC-58-1 (tRNAscan-SE ID: chr4.trna3012) Val (AAC) 73 bp Sc: 65.4 chr4:50828121-50828193 (+)
>Danio_rerio_tRNA-Val-AAC-59-1 (tRNAscan-SE ID: chr4.trna12246) Val (AAC) 73 bp Sc: 66.6 chr4:30916135-30916207 (-)
>Danio_rerio_tRNA-Val-AAC-6-1 (tRNAscan-SE ID: chr4.trna203) Val (AAC) 73 bp Sc: 78.2 chr4:31507180-31507252 (+)
>Danio_rerio_tRNA-Val-AAC-6-10 (tRNAscan-SE ID: chr4.trna275) Val (AAC) 73 bp Sc: 78.2 chr4:32239310-32239382 (+)
>Danio_rerio_tRNA-Val-AAC-6-100 (tRNAscan-SE ID: chr8.trna271) Val (AAC) 73 bp Sc: 78.2 chr8:31656781-31656853 (-)
>Danio_rerio_tRNA-Val-AAC-6-101 (tRNAscan-SE ID: chr8.trna267) Val (AAC) 73 bp Sc: 78.2 chr8:31658476-31658548 (-)
>Danio_rerio_tRNA-Val-AAC-6-102 (tRNAscan-SE ID: chr8.trna263) Val (AAC) 73 bp Sc: 78.2 chr8:31660171-31660243 (-)
>Danio_rerio_tRNA-Val-AAC-6-103 (tRNAscan-SE ID: chr8.trna259) Val (AAC) 73 bp Sc: 78.2 chr8:31662023-31662095 (-)
>Danio_rerio_tRNA-Val-AAC-6-104 (tRNAscan-SE ID: chr8.trna256) Val (AAC) 73 bp Sc: 78.2 chr8:31663214-31663286 (-)
>Danio_rerio_tRNA-Val-AAC-6-105 (tRNAscan-SE ID: chr8.trna253) Val (AAC) 73 bp Sc: 78.2 chr8:31664405-31664477 (-)
>Danio_rerio_tRNA-Val-AAC-6-106 (tRNAscan-SE ID: chr8.trna249) Val (AAC) 73 bp Sc: 78.2 chr8:31666100-31666172 (-)
>Danio_rerio_tRNA-Val-AAC-6-107 (tRNAscan-SE ID: chr8.trna246) Val (AAC) 73 bp Sc: 78.2 chr8:31667291-31667363 (-)
>Danio_rerio_tRNA-Val-AAC-6-108 (tRNAscan-SE ID: chr8.trna238) Val (AAC) 73 bp Sc: 78.2 chr8:31670679-31670751 (-)
>Danio_rerio_tRNA-Val-AAC-6-109 (tRNAscan-SE ID: chr8.trna230) Val (AAC) 73 bp Sc: 78.2 chr8:31674069-31674141 (-)
>Danio_rerio_tRNA-Val-AAC-6-11 (tRNAscan-SE ID: chr4.trna278) Val (AAC) 73 bp Sc: 78.2 chr4:32242050-32242122 (+)
>Danio_rerio_tRNA-Val-AAC-6-110 (tRNAscan-SE ID: chr8.trna223) Val (AAC) 73 bp Sc: 78.2 chr8:31676955-31677027 (-)
>Danio_rerio_tRNA-Val-AAC-6-111 (tRNAscan-SE ID: chr8.trna220) Val (AAC) 73 bp Sc: 78.2 chr8:31678146-31678218 (-)
>Danio_rerio_tRNA-Val-AAC-6-112 (tRNAscan-SE ID: chr8.trna216) Val (AAC) 73 bp Sc: 78.2 chr8:31679998-31680070 (-)
>Danio_rerio_tRNA-Val-AAC-6-113 (tRNAscan-SE ID: chr8.trna213) Val (AAC) 73 bp Sc: 78.2 chr8:31681189-31681261 (-)
>Danio_rerio_tRNA-Val-AAC-6-114 (tRNAscan-SE ID: chr8.trna209) Val (AAC) 73 bp Sc: 78.2 chr8:31682884-31682956 (-)
>Danio_rerio_tRNA-Val-AAC-6-115 (tRNAscan-SE ID: chr8.trna201) Val (AAC) 73 bp Sc: 78.2 chr8:31686430-31686502 (-)
>Danio_rerio_tRNA-Val-AAC-6-116 (tRNAscan-SE ID: chr8.trna193) Val (AAC) 73 bp Sc: 78.2 chr8:31689820-31689892 (-)
>Danio_rerio_tRNA-Val-AAC-6-117 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna61) Val (AAC) 73 bp Sc: 78.2 chr8_KZ115270v1_alt:348204-348276 (-)
>Danio_rerio_tRNA-Val-AAC-6-118 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna52) Val (AAC) 73 bp Sc: 78.2 chr8_KZ115270v1_alt:352098-352170 (-)
>Danio_rerio_tRNA-Val-AAC-6-119 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna48) Val (AAC) 73 bp Sc: 78.2 chr8_KZ115270v1_alt:353793-353865 (-)
>Danio_rerio_tRNA-Val-AAC-6-12 (tRNAscan-SE ID: chr4.trna281) Val (AAC) 73 bp Sc: 78.2 chr4:32244790-32244862 (+)
>Danio_rerio_tRNA-Val-AAC-6-120 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna44) Val (AAC) 73 bp Sc: 78.2 chr8_KZ115270v1_alt:355488-355560 (-)
>Danio_rerio_tRNA-Val-AAC-6-121 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna38) Val (AAC) 73 bp Sc: 78.2 chr8_KZ115270v1_alt:357869-357941 (-)
>Danio_rerio_tRNA-Val-AAC-6-122 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna34) Val (AAC) 73 bp Sc: 78.2 chr8_KZ115270v1_alt:359565-359637 (-)
>Danio_rerio_tRNA-Val-AAC-6-123 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna29) Val (AAC) 73 bp Sc: 78.2 chr8_KZ115270v1_alt:361764-361836 (-)
>Danio_rerio_tRNA-Val-AAC-6-124 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna26) Val (AAC) 73 bp Sc: 78.2 chr8_KZ115270v1_alt:362955-363027 (-)
>Danio_rerio_tRNA-Val-AAC-6-125 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna23) Val (AAC) 73 bp Sc: 78.2 chr8_KZ115270v1_alt:364146-364218 (-)
>Danio_rerio_tRNA-Val-AAC-6-126 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna19) Val (AAC) 73 bp Sc: 78.2 chr8_KZ115270v1_alt:365841-365913 (-)
>Danio_rerio_tRNA-Val-AAC-6-127 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna11) Val (AAC) 73 bp Sc: 78.2 chr8_KZ115270v1_alt:369387-369459 (-)
>Danio_rerio_tRNA-Val-AAC-6-128 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna3) Val (AAC) 73 bp Sc: 78.2 chr8_KZ115270v1_alt:372777-372849 (-)
>Danio_rerio_tRNA-Val-AAC-6-129 (tRNAscan-SE ID: chrUn_KN147632v2.trna6) Val (AAC) 73 bp Sc: 78.2 chrUn_KN147632v2:52769-52841 (+)
>Danio_rerio_tRNA-Val-AAC-6-13 (tRNAscan-SE ID: chr4.trna284) Val (AAC) 73 bp Sc: 78.2 chr4:32247530-32247602 (+)
>Danio_rerio_tRNA-Val-AAC-6-130 (tRNAscan-SE ID: chrUn_KN147636v1.trna26) Val (AAC) 73 bp Sc: 78.2 chrUn_KN147636v1:46666-46738 (+)
>Danio_rerio_tRNA-Val-AAC-6-131 (tRNAscan-SE ID: chrUn_KN149686v1.trna9) Val (AAC) 73 bp Sc: 78.2 chrUn_KN149686v1:41945-42017 (+)
>Danio_rerio_tRNA-Val-AAC-6-132 (tRNAscan-SE ID: chrUn_KN149691v1.trna26) Val (AAC) 73 bp Sc: 78.2 chrUn_KN149691v1:38020-38092 (+)
>Danio_rerio_tRNA-Val-AAC-6-133 (tRNAscan-SE ID: chrUn_KN150372v1.trna6) Val (AAC) 73 bp Sc: 78.2 chrUn_KN150372v1:2259-2331 (-)
>Danio_rerio_tRNA-Val-AAC-6-134 (tRNAscan-SE ID: chrUn_KN150372v1.trna3) Val (AAC) 73 bp Sc: 78.2 chrUn_KN150372v1:4992-5064 (-)
>Danio_rerio_tRNA-Val-AAC-6-14 (tRNAscan-SE ID: chr4.trna290) Val (AAC) 73 bp Sc: 78.2 chr4:32253010-32253082 (+)
>Danio_rerio_tRNA-Val-AAC-6-15 (tRNAscan-SE ID: chr4.trna12060) Val (AAC) 73 bp Sc: 78.2 chr4:32701268-32701340 (-)
>Danio_rerio_tRNA-Val-AAC-6-16 (tRNAscan-SE ID: chr4.trna527) Val (AAC) 73 bp Sc: 78.2 chr4:33386687-33386759 (+)
>Danio_rerio_tRNA-Val-AAC-6-17 (tRNAscan-SE ID: chr4.trna707) Val (AAC) 73 bp Sc: 78.2 chr4:34984988-34985060 (+)
>Danio_rerio_tRNA-Val-AAC-6-18 (tRNAscan-SE ID: chr4.trna716) Val (AAC) 73 bp Sc: 78.2 chr4:35001458-35001530 (+)
>Danio_rerio_tRNA-Val-AAC-6-19 (tRNAscan-SE ID: chr4.trna719) Val (AAC) 73 bp Sc: 78.2 chr4:35004139-35004211 (+)
>Danio_rerio_tRNA-Val-AAC-6-2 (tRNAscan-SE ID: chr4.trna12121) Val (AAC) 73 bp Sc: 78.2 chr4:32051978-32052050 (-)
>Danio_rerio_tRNA-Val-AAC-6-20 (tRNAscan-SE ID: chr4.trna722) Val (AAC) 73 bp Sc: 78.2 chr4:35006820-35006892 (+)
>Danio_rerio_tRNA-Val-AAC-6-21 (tRNAscan-SE ID: chr4.trna725) Val (AAC) 73 bp Sc: 78.2 chr4:35009503-35009575 (+)
>Danio_rerio_tRNA-Val-AAC-6-22 (tRNAscan-SE ID: chr4.trna734) Val (AAC) 73 bp Sc: 78.2 chr4:35075110-35075182 (+)
>Danio_rerio_tRNA-Val-AAC-6-23 (tRNAscan-SE ID: chr4.trna737) Val (AAC) 73 bp Sc: 78.2 chr4:35077791-35077863 (+)
>Danio_rerio_tRNA-Val-AAC-6-24 (tRNAscan-SE ID: chr4.trna740) Val (AAC) 73 bp Sc: 78.2 chr4:35080472-35080544 (+)
>Danio_rerio_tRNA-Val-AAC-6-25 (tRNAscan-SE ID: chr4.trna766) Val (AAC) 73 bp Sc: 78.2 chr4:35519300-35519372 (+)
>Danio_rerio_tRNA-Val-AAC-6-26 (tRNAscan-SE ID: chr4.trna864) Val (AAC) 73 bp Sc: 78.2 chr4:35836201-35836273 (+)
>Danio_rerio_tRNA-Val-AAC-6-27 (tRNAscan-SE ID: chr4.trna11573) Val (AAC) 73 bp Sc: 78.2 chr4:36747780-36747852 (-)
>Danio_rerio_tRNA-Val-AAC-6-28 (tRNAscan-SE ID: chr4.trna11567) Val (AAC) 73 bp Sc: 78.2 chr4:36756158-36756230 (-)
>Danio_rerio_tRNA-Val-AAC-6-29 (tRNAscan-SE ID: chr4.trna11354) Val (AAC) 73 bp Sc: 78.2 chr4:37158736-37158808 (-)
>Danio_rerio_tRNA-Val-AAC-6-3 (tRNAscan-SE ID: chr4.trna254) Val (AAC) 73 bp Sc: 78.2 chr4:32220130-32220202 (+)
>Danio_rerio_tRNA-Val-AAC-6-30 (tRNAscan-SE ID: chr4.trna11352) Val (AAC) 73 bp Sc: 78.2 chr4:37161460-37161532 (-)
>Danio_rerio_tRNA-Val-AAC-6-31 (tRNAscan-SE ID: chr4.trna1099) Val (AAC) 73 bp Sc: 78.2 chr4:37519499-37519571 (+)
>Danio_rerio_tRNA-Val-AAC-6-32 (tRNAscan-SE ID: chr4.trna1102) Val (AAC) 73 bp Sc: 78.2 chr4:37522235-37522307 (+)
>Danio_rerio_tRNA-Val-AAC-6-33 (tRNAscan-SE ID: chr4.trna1110) Val (AAC) 73 bp Sc: 78.2 chr4:37530467-37530539 (+)
>Danio_rerio_tRNA-Val-AAC-6-34 (tRNAscan-SE ID: chr4.trna1202) Val (AAC) 73 bp Sc: 78.2 chr4:37721584-37721656 (+)
>Danio_rerio_tRNA-Val-AAC-6-35 (tRNAscan-SE ID: chr4.trna1204) Val (AAC) 73 bp Sc: 78.2 chr4:37724288-37724360 (+)
>Danio_rerio_tRNA-Val-AAC-6-36 (tRNAscan-SE ID: chr4.trna1234) Val (AAC) 73 bp Sc: 78.2 chr4:38014219-38014291 (+)
>Danio_rerio_tRNA-Val-AAC-6-37 (tRNAscan-SE ID: chr4.trna1237) Val (AAC) 73 bp Sc: 78.2 chr4:38016554-38016626 (+)
>Danio_rerio_tRNA-Val-AAC-6-38 (tRNAscan-SE ID: chr4.trna10961) Val (AAC) 73 bp Sc: 78.2 chr4:38246298-38246370 (-)
>Danio_rerio_tRNA-Val-AAC-6-39 (tRNAscan-SE ID: chr4.trna10958) Val (AAC) 73 bp Sc: 78.2 chr4:38249037-38249109 (-)
>Danio_rerio_tRNA-Val-AAC-6-4 (tRNAscan-SE ID: chr4.trna257) Val (AAC) 73 bp Sc: 78.2 chr4:32222870-32222942 (+)
>Danio_rerio_tRNA-Val-AAC-6-40 (tRNAscan-SE ID: chr4.trna1363) Val (AAC) 73 bp Sc: 78.2 chr4:38951251-38951323 (+)
>Danio_rerio_tRNA-Val-AAC-6-41 (tRNAscan-SE ID: chr4.trna10430) Val (AAC) 73 bp Sc: 78.2 chr4:40927382-40927454 (-)
>Danio_rerio_tRNA-Val-AAC-6-42 (tRNAscan-SE ID: chr4.trna9839) Val (AAC) 73 bp Sc: 78.2 chr4:46494472-46494544 (-)
>Danio_rerio_tRNA-Val-AAC-6-43 (tRNAscan-SE ID: chr4.trna9836) Val (AAC) 73 bp Sc: 78.2 chr4:46497131-46497203 (-)
>Danio_rerio_tRNA-Val-AAC-6-44 (tRNAscan-SE ID: chr4.trna9833) Val (AAC) 73 bp Sc: 78.2 chr4:46499791-46499863 (-)
>Danio_rerio_tRNA-Val-AAC-6-45 (tRNAscan-SE ID: chr4.trna9830) Val (AAC) 73 bp Sc: 78.2 chr4:46502449-46502521 (-)
>Danio_rerio_tRNA-Val-AAC-6-46 (tRNAscan-SE ID: chr4.trna9777) Val (AAC) 73 bp Sc: 78.2 chr4:47204379-47204451 (-)
>Danio_rerio_tRNA-Val-AAC-6-47 (tRNAscan-SE ID: chr4.trna9775) Val (AAC) 73 bp Sc: 78.2 chr4:47207076-47207148 (-)
>Danio_rerio_tRNA-Val-AAC-6-48 (tRNAscan-SE ID: chr4.trna9567) Val (AAC) 73 bp Sc: 78.2 chr4:48189433-48189505 (-)
>Danio_rerio_tRNA-Val-AAC-6-49 (tRNAscan-SE ID: chr4.trna9564) Val (AAC) 73 bp Sc: 78.2 chr4:48192173-48192245 (-)
>Danio_rerio_tRNA-Val-AAC-6-5 (tRNAscan-SE ID: chr4.trna260) Val (AAC) 73 bp Sc: 78.2 chr4:32225610-32225682 (+)
>Danio_rerio_tRNA-Val-AAC-6-50 (tRNAscan-SE ID: chr4.trna9561) Val (AAC) 73 bp Sc: 78.2 chr4:48197474-48197546 (-)
>Danio_rerio_tRNA-Val-AAC-6-51 (tRNAscan-SE ID: chr4.trna9398) Val (AAC) 73 bp Sc: 78.2 chr4:48991328-48991400 (-)
>Danio_rerio_tRNA-Val-AAC-6-52 (tRNAscan-SE ID: chr4.trna9395) Val (AAC) 73 bp Sc: 78.2 chr4:48992675-48992747 (-)
>Danio_rerio_tRNA-Val-AAC-6-53 (tRNAscan-SE ID: chr4.trna9392) Val (AAC) 73 bp Sc: 78.2 chr4:48995405-48995477 (-)
>Danio_rerio_tRNA-Val-AAC-6-54 (tRNAscan-SE ID: chr4.trna9350) Val (AAC) 73 bp Sc: 78.2 chr4:49327796-49327868 (-)
>Danio_rerio_tRNA-Val-AAC-6-55 (tRNAscan-SE ID: chr4.trna2805) Val (AAC) 73 bp Sc: 78.2 chr4:49450650-49450722 (+)
>Danio_rerio_tRNA-Val-AAC-6-56 (tRNAscan-SE ID: chr4.trna2807) Val (AAC) 73 bp Sc: 78.2 chr4:49453398-49453470 (+)
>Danio_rerio_tRNA-Val-AAC-6-57 (tRNAscan-SE ID: chr4.trna2810) Val (AAC) 73 bp Sc: 78.2 chr4:49456144-49456216 (+)
>Danio_rerio_tRNA-Val-AAC-6-58 (tRNAscan-SE ID: chr4.trna2877) Val (AAC) 73 bp Sc: 78.2 chr4:49741849-49741921 (+)
>Danio_rerio_tRNA-Val-AAC-6-59 (tRNAscan-SE ID: chr4.trna2883) Val (AAC) 73 bp Sc: 78.2 chr4:49747315-49747387 (+)
>Danio_rerio_tRNA-Val-AAC-6-6 (tRNAscan-SE ID: chr4.trna263) Val (AAC) 73 bp Sc: 78.2 chr4:32228350-32228422 (+)
>Danio_rerio_tRNA-Val-AAC-6-60 (tRNAscan-SE ID: chr4.trna9221) Val (AAC) 73 bp Sc: 78.2 chr4:50123985-50124057 (-)
>Danio_rerio_tRNA-Val-AAC-6-61 (tRNAscan-SE ID: chr4.trna9218) Val (AAC) 73 bp Sc: 78.2 chr4:50126725-50126797 (-)
>Danio_rerio_tRNA-Val-AAC-6-62 (tRNAscan-SE ID: chr4.trna9215) Val (AAC) 73 bp Sc: 78.2 chr4:50129465-50129537 (-)
>Danio_rerio_tRNA-Val-AAC-6-63 (tRNAscan-SE ID: chr4.trna9212) Val (AAC) 73 bp Sc: 78.2 chr4:50132205-50132277 (-)
>Danio_rerio_tRNA-Val-AAC-6-64 (tRNAscan-SE ID: chr4.trna9209) Val (AAC) 73 bp Sc: 78.2 chr4:50134945-50135017 (-)
>Danio_rerio_tRNA-Val-AAC-6-65 (tRNAscan-SE ID: chr4.trna9206) Val (AAC) 73 bp Sc: 78.2 chr4:50137685-50137757 (-)
>Danio_rerio_tRNA-Val-AAC-6-66 (tRNAscan-SE ID: chr4.trna9203) Val (AAC) 73 bp Sc: 78.2 chr4:50140425-50140497 (-)
>Danio_rerio_tRNA-Val-AAC-6-67 (tRNAscan-SE ID: chr4.trna9194) Val (AAC) 73 bp Sc: 78.2 chr4:50148645-50148717 (-)
>Danio_rerio_tRNA-Val-AAC-6-68 (tRNAscan-SE ID: chr4.trna3009) Val (AAC) 73 bp Sc: 78.2 chr4:50825812-50825884 (+)
>Danio_rerio_tRNA-Val-AAC-6-69 (tRNAscan-SE ID: chr4.trna3023) Val (AAC) 73 bp Sc: 78.2 chr4:50904346-50904418 (+)
>Danio_rerio_tRNA-Val-AAC-6-7 (tRNAscan-SE ID: chr4.trna266) Val (AAC) 73 bp Sc: 78.2 chr4:32231090-32231162 (+)
>Danio_rerio_tRNA-Val-AAC-6-70 (tRNAscan-SE ID: chr4.trna3024) Val (AAC) 73 bp Sc: 78.2 chr4:50905399-50905471 (+)
>Danio_rerio_tRNA-Val-AAC-6-71 (tRNAscan-SE ID: chr4.trna3026) Val (AAC) 73 bp Sc: 78.2 chr4:50908146-50908218 (+)
>Danio_rerio_tRNA-Val-AAC-6-72 (tRNAscan-SE ID: chr4.trna3033) Val (AAC) 73 bp Sc: 78.2 chr4:50986698-50986770 (+)
>Danio_rerio_tRNA-Val-AAC-6-73 (tRNAscan-SE ID: chr4.trna9102) Val (AAC) 73 bp Sc: 78.2 chr4:51107303-51107375 (-)
>Danio_rerio_tRNA-Val-AAC-6-74 (tRNAscan-SE ID: chr4.trna9096) Val (AAC) 73 bp Sc: 78.2 chr4:51111230-51111302 (-)
>Danio_rerio_tRNA-Val-AAC-6-75 (tRNAscan-SE ID: chr4.trna3074) Val (AAC) 73 bp Sc: 78.2 chr4:51390341-51390413 (+)
>Danio_rerio_tRNA-Val-AAC-6-76 (tRNAscan-SE ID: chr4.trna3144) Val (AAC) 73 bp Sc: 78.2 chr4:51711371-51711443 (+)
>Danio_rerio_tRNA-Val-AAC-6-77 (tRNAscan-SE ID: chr4.trna3147) Val (AAC) 73 bp Sc: 78.2 chr4:51714111-51714183 (+)
>Danio_rerio_tRNA-Val-AAC-6-78 (tRNAscan-SE ID: chr4.trna3150) Val (AAC) 73 bp Sc: 78.2 chr4:51716850-51716922 (+)
>Danio_rerio_tRNA-Val-AAC-6-79 (tRNAscan-SE ID: chr4.trna3153) Val (AAC) 73 bp Sc: 78.2 chr4:51726998-51727070 (+)
>Danio_rerio_tRNA-Val-AAC-6-8 (tRNAscan-SE ID: chr4.trna269) Val (AAC) 73 bp Sc: 78.2 chr4:32233830-32233902 (+)
>Danio_rerio_tRNA-Val-AAC-6-80 (tRNAscan-SE ID: chr4.trna3156) Val (AAC) 73 bp Sc: 78.2 chr4:51729737-51729809 (+)
>Danio_rerio_tRNA-Val-AAC-6-81 (tRNAscan-SE ID: chr4.trna3159) Val (AAC) 73 bp Sc: 78.2 chr4:51739886-51739958 (+)
>Danio_rerio_tRNA-Val-AAC-6-82 (tRNAscan-SE ID: chr4.trna8503) Val (AAC) 73 bp Sc: 78.2 chr4:54759887-54759959 (-)
>Danio_rerio_tRNA-Val-AAC-6-83 (tRNAscan-SE ID: chr4.trna8500) Val (AAC) 73 bp Sc: 78.2 chr4:54762636-54762708 (-)
>Danio_rerio_tRNA-Val-AAC-6-84 (tRNAscan-SE ID: chr4.trna8102) Val (AAC) 73 bp Sc: 78.2 chr4:57586034-57586106 (-)
>Danio_rerio_tRNA-Val-AAC-6-85 (tRNAscan-SE ID: chr4.trna4011) Val (AAC) 73 bp Sc: 78.2 chr4:57765957-57766029 (+)
>Danio_rerio_tRNA-Val-AAC-6-86 (tRNAscan-SE ID: chr4.trna7932) Val (AAC) 73 bp Sc: 78.2 chr4:58827962-58828034 (-)
>Danio_rerio_tRNA-Val-AAC-6-87 (tRNAscan-SE ID: chr4.trna7929) Val (AAC) 73 bp Sc: 78.2 chr4:58830702-58830774 (-)
>Danio_rerio_tRNA-Val-AAC-6-88 (tRNAscan-SE ID: chr4.trna7926) Val (AAC) 73 bp Sc: 78.2 chr4:58833442-58833514 (-)
>Danio_rerio_tRNA-Val-AAC-6-89 (tRNAscan-SE ID: chr4.trna7790) Val (AAC) 73 bp Sc: 78.2 chr4:59480871-59480943 (-)
>Danio_rerio_tRNA-Val-AAC-6-9 (tRNAscan-SE ID: chr4.trna272) Val (AAC) 73 bp Sc: 78.2 chr4:32236570-32236642 (+)
>Danio_rerio_tRNA-Val-AAC-6-90 (tRNAscan-SE ID: chr4.trna4707) Val (AAC) 73 bp Sc: 78.2 chr4:61049302-61049374 (+)
>Danio_rerio_tRNA-Val-AAC-6-91 (tRNAscan-SE ID: chr4.trna4710) Val (AAC) 73 bp Sc: 78.2 chr4:61051099-61051171 (+)
>Danio_rerio_tRNA-Val-AAC-6-92 (tRNAscan-SE ID: chr4.trna4713) Val (AAC) 73 bp Sc: 78.2 chr4:61052896-61052968 (+)
>Danio_rerio_tRNA-Val-AAC-6-93 (tRNAscan-SE ID: chr4.trna5466) Val (AAC) 73 bp Sc: 78.2 chr4:65223620-65223692 (+)
>Danio_rerio_tRNA-Val-AAC-6-94 (tRNAscan-SE ID: chr4.trna5469) Val (AAC) 73 bp Sc: 78.2 chr4:65226360-65226432 (+)
>Danio_rerio_tRNA-Val-AAC-6-95 (tRNAscan-SE ID: chr4.trna5472) Val (AAC) 73 bp Sc: 78.2 chr4:65229100-65229172 (+)
>Danio_rerio_tRNA-Val-AAC-6-96 (tRNAscan-SE ID: chr4.trna5475) Val (AAC) 73 bp Sc: 78.2 chr4:65231840-65231912 (+)
>Danio_rerio_tRNA-Val-AAC-6-97 (tRNAscan-SE ID: chr4.trna5749) Val (AAC) 73 bp Sc: 78.2 chr4:68101848-68101920 (+)
>Danio_rerio_tRNA-Val-AAC-6-98 (tRNAscan-SE ID: chr8.trna278) Val (AAC) 73 bp Sc: 78.2 chr8:31653895-31653967 (-)
>Danio_rerio_tRNA-Val-AAC-6-99 (tRNAscan-SE ID: chr8.trna274) Val (AAC) 73 bp Sc: 78.2 chr8:31655590-31655662 (-)
>Danio_rerio_tRNA-Val-AAC-60-1 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna57) Val (AAC) 73 bp Sc: 64.3 chr8_KZ115270v1_alt:349899-349971 (-)
>Danio_rerio_tRNA-Val-AAC-60-2 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna41) Val (AAC) 73 bp Sc: 64.3 chr8_KZ115270v1_alt:356678-356750 (-)
>Danio_rerio_tRNA-Val-AAC-61-1 (tRNAscan-SE ID: chr4.trna2880) Val (AAC) 73 bp Sc: 69.3 chr4:49744589-49744661 (+)
>Danio_rerio_tRNA-Val-AAC-62-1 (tRNAscan-SE ID: chr4.trna704) Val (AAC) 73 bp Sc: 69.0 chr4:34981514-34981586 (+)
>Danio_rerio_tRNA-Val-AAC-62-2 (tRNAscan-SE ID: chr4.trna728) Val (AAC) 73 bp Sc: 69.0 chr4:35012178-35012250 (+)
>Danio_rerio_tRNA-Val-AAC-62-3 (tRNAscan-SE ID: chrUn_KN149691v1.trna29) Val (AAC) 73 bp Sc: 69.0 chrUn_KN149691v1:40749-40821 (+)
>Danio_rerio_tRNA-Val-AAC-63-1 (tRNAscan-SE ID: chr4.trna3316) Val (AAC) 73 bp Sc: 66.8 chr4:52575529-52575601 (+)
>Danio_rerio_tRNA-Val-AAC-64-1 (tRNAscan-SE ID: chr4.trna3319) Val (AAC) 73 bp Sc: 68.9 chr4:52578174-52578246 (+)
>Danio_rerio_tRNA-Val-AAC-65-1 (tRNAscan-SE ID: chr4.trna6285) Val (AAC) 73 bp Sc: 66.8 chr4:69537500-69537572 (-)
>Danio_rerio_tRNA-Val-AAC-66-1 (tRNAscan-SE ID: chr4.trna3948) Val (AAC) 73 bp Sc: 72.6 chr4:56453969-56454041 (+)
>Danio_rerio_tRNA-Val-AAC-67-1 (tRNAscan-SE ID: chr4.trna6288) Val (AAC) 73 bp Sc: 66.2 chr4:69534756-69534828 (-)
>Danio_rerio_tRNA-Val-AAC-68-1 (tRNAscan-SE ID: chr8.trna222) Val (AAC) 73 bp Sc: 62.0 chr8:31677614-31677686 (-)
>Danio_rerio_tRNA-Val-AAC-68-2 (tRNAscan-SE ID: chr8.trna215) Val (AAC) 73 bp Sc: 62.0 chr8:31680657-31680729 (-)
>Danio_rerio_tRNA-Val-AAC-68-3 (tRNAscan-SE ID: chr8.trna195) Val (AAC) 73 bp Sc: 62.0 chr8:31689288-31689360 (-)
>Danio_rerio_tRNA-Val-AAC-68-4 (tRNAscan-SE ID: chr8_KZ115270v1_alt.trna54) Val (AAC) 73 bp Sc: 62.0 chr8_KZ115270v1_alt:351566-351638 (-)
